yxmc,xm,zcmc,kcmc,kcbm,xqxs,xqxf,sjms,bz,nj,xn,xq,yqdrs
体育系,刘春颖,讲师(高校)              ,体育（2）                                         ,092-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期四  第3节--第4节
.(1-16周).刘春颖 讲师(高校)
",女生街舞，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                                ,2012,2012-2013,2,32
体育系,窦秀敏,讲师(高校)              ,体育（2）                                         ,128-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期五  第3节--第4节
.(1-16周).窦秀敏 讲师(高校)
",女生健美操，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                              ,2012,2012-2013,2,30
体育系,窦秀敏,讲师(高校)              ,体育（2）                                         ,051-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期二  第3节--第4节
.(1-16周).窦秀敏 讲师(高校)
",女生健美操，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                              ,2012,2012-2013,2,29
体育系,窦秀敏,讲师(高校)              ,体育（2）                                         ,144-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期五  第7节--第8节
.(1-16周).窦秀敏 讲师(高校)
",女生健美操，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                              ,2012,2012-2013,2,19
体育系,董扬,副教授                  ,体育（2）                                         ,033-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期一  第7节--第8节
.(1-16周).董扬 副教授
",男生乒乓球，第一周地点（晴天）南区体育馆乒乓房；第一周地点（雨天）南区体育馆乒乓房                                                                                                                                                                                  ,2012,2012-2013,2,30
体育系,吴敏华,副教授                  ,体育（2）                                         ,071-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期三  第3节--第4节
.(1-16周).吴敏华 副教授
",男生篮球，第一周地点（晴天）东区篮球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                                ,2012,2012-2013,2,30
体育系,赵文杰,教授                    ,体育（2）                                         ,052-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期二  第7节--第8节
.(1-16周).赵文杰 教授
",男生足球，第一周地点（晴天）南区体育馆足球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                          ,2012,2012-2013,2,26
体育系,赵文杰,教授                    ,体育（2）                                         ,037-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期二  第3节--第4节
.(1-16周).赵文杰 教授
",男生足球，第一周地点（晴天）南区体育馆足球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                          ,2012,2012-2013,2,30
体育系,董阿龙,讲师(高校)              ,体育（2）                                         ,105-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期四  第7节--第8节
.(1-16周).董阿龙 讲师(高校)
",男生武术太极，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                            ,2012,2012-2013,2,30
体育系,董阿龙,讲师(高校)              ,体育（2）                                         ,088-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期四  第3节--第4节
.(1-16周).董阿龙 讲师(高校)
",男生武术太极，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                            ,2012,2012-2013,2,30
体育系,朱凤军,副教授                  ,体育（2）                                         ,097-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期四  第7节--第8节
.(1-16周).朱凤军 副教授
",男生篮球，第一周地点（晴天）东区篮球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                                ,2012,2012-2013,2,30
体育系,朱凤军,副教授                  ,体育（2）                                         ,055-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期二  第7节--第8节
.(1-16周).朱凤军 副教授
",男生篮球，第一周地点（晴天）东区篮球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                                ,2012,2012-2013,2,30
体育系,朱凤军,副教授                  ,体育（2）                                         ,031-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期一  第7节--第8节
.(1-16周).朱凤军 副教授
",男生篮球，第一周地点（晴天）东区篮球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                                ,2012,2012-2013,2,32
体育系,朱世蝶,副教授                  ,体育（2）                                         ,095-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期四  第3节--第4节
.(1-16周).朱世蝶 副教授
",女生健美操，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                              ,2012,2012-2013,2,31
体育系,朱世蝶,副教授                  ,体育（2）                                         ,112-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期四  第7节--第8节
.(1-16周).朱世蝶 副教授
",女生健美操，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                              ,2012,2012-2013,2,9
体育系,贺志豪,副教授                  ,体育（2）                                         ,100-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期四  第7节--第8节
.(1-16周).贺志豪 副教授
",男生养生保健，第一周地点（晴天）南区体育馆；第一周地点（雨天）南区体育馆                                                                                                                                                                                            ,2012,2012-2013,2,26
体育系,王明宏,副教授                  ,体育（2）                                         ,022-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期一  第3节--第4节
.(1-16周).王明宏 副教授
",男生足球，第一周地点(晴天）：南区体育馆足球场；第一周地点(雨天）：南区体育馆                                                                                                                                                                                        ,2012,2012-2013,2,30
体育系,王明宏,副教授                  ,体育（2）                                         ,131-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期五  第7节--第8节
.(1-16周).王明宏 副教授
",男生足球，第一周地点（晴天）南区体育馆足球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                          ,2012,2012-2013,2,29
体育系,王明宏,副教授                  ,体育（2）                                         ,115-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期五  第3节--第4节
.(1-16周).王明宏 副教授
",男生足球，第一周地点（晴天）南区体育馆足球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                          ,2012,2012-2013,2,30
体育系,王明宏,副教授                  ,体育（2）                                         ,030-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期一  第7节--第8节
.(1-16周).王明宏 副教授
",男生足球，第一周地点（晴天）南区体育馆足球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                          ,2012,2012-2013,2,30
体育系,丁玲娣,副教授                  ,体育（2）                                         ,064-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期二  第7节--第8节
.(1-16周).丁玲娣 副教授
",女生健身球操，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                            ,2012,2012-2013,2,30
体育系,丁玲娣,副教授                  ,体育（2）                                         ,049-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期二  第3节--第4节
.(1-16周).丁玲娣 副教授
",女生健身球操，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                            ,2012,2012-2013,2,30
体育系,丁玲娣,副教授                  ,体育（2）                                         ,077-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期三  第3节--第4节
.(1-16周).丁玲娣 副教授
",女生健身球操，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                            ,2012,2012-2013,2,27
体育系,丁玲娣,副教授                  ,体育（2）                                         ,110-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期四  第7节--第8节
.(1-16周).丁玲娣 副教授
",女生健身球操，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                            ,2012,2012-2013,2,30
体育系,丁玲娣,副教授                  ,体育（2）                                         ,093-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期四  第3节--第4节
.(1-16周).丁玲娣 副教授
",女生健身球操，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                            ,2012,2012-2013,2,31
体育系,刘庆广,副教授                  ,体育（2）                                         ,120-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期五  第3节--第4节
.(1-16周).刘庆广 副教授
",男生篮球，第一周地点（晴天）东区篮球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                                ,2012,2012-2013,2,30
体育系,刘庆广,副教授                  ,体育（2）                                         ,024-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期一  第3节--第4节
.(1-16周).刘庆广 副教授
",男生篮球，第一周地点(晴天）：东区篮球场；第一周地点(雨天）：南区体育馆                                                                                                                                                                                              ,2012,2012-2013,2,30
体育系,刘庆广,副教授                  ,体育（2）                                         ,136-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期五  第7节--第8节
.(1-16周).刘庆广 副教授
",男生篮球，第一周地点（晴天）东区篮球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                                ,2012,2012-2013,2,30
体育系,吴爱平,讲师(高校)              ,体育（2）                                         ,072-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期三  第3节--第4节
.(1-16周).吴爱平 讲师(高校)
",男生乒乓球，第一周地点（晴天）南区体育馆乒乓房；第一周地点（雨天）南区体育馆乒乓房                                                                                                                                                                                  ,2012,2012-2013,2,29
体育系,吴爱平,讲师(高校)              ,体育（2）                                         ,084-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期四  第3节--第4节
.(1-16周).吴爱平 讲师(高校)
",男生乒乓球，第一周地点（晴天）南区体育馆乒乓房；第一周地点（雨天）南区体育馆乒乓房                                                                                                                                                                                  ,2012,2012-2013,2,31
体育系,吴爱平,讲师(高校)              ,体育（2）                                         ,121-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期五  第3节--第4节
.(1-16周).吴爱平 讲师(高校)
",男生乒乓球，第一周地点（晴天）南区体育馆乒乓球房；第一周地点（雨天）南区体育馆乒乓球房                                                                                                                                                                              ,2012,2012-2013,2,30
体育系,吴爱平,讲师(高校)              ,体育（2）                                         ,101-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期四  第7节--第8节
.(1-16周).吴爱平 讲师(高校)
",男生乒乓球，第一周地点（晴天）南区体育馆乒乓房；第一周地点（雨天）南区体育馆乒乓房                                                                                                                                                                                  ,2012,2012-2013,2,30
体育系,吴爱平,讲师(高校)              ,体育（2）                                         ,137-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期五  第7节--第8节
.(1-16周).吴爱平 讲师(高校)
",男生乒乓球，第一周地点（晴天）南区体育馆乒乓球房；第一周地点（雨天）南区体育馆乒乓球房                                                                                                                                                                              ,2012,2012-2013,2,32
体育系,杨一明,讲师(高校)              ,体育（2）                                         ,130-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期五  第7节--第8节
.(1-16周).杨一明 讲师(高校)
",男生足球，第一周地点（晴天）南区体育馆足球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                          ,2012,2012-2013,2,30
体育系,杨一明,讲师(高校)              ,体育（2）                                         ,114-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期五  第3节--第4节
.(1-16周).杨一明 讲师(高校)
",男生足球，第一周地点（晴天）南区体育馆足球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                          ,2012,2012-2013,2,30
体育系,杨一明,讲师(高校)              ,体育（2）                                         ,080-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期四  第3节--第4节
.(1-16周).杨一明 讲师(高校)
",男生足球，第一周地点（晴天）南区体育馆足球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                          ,2012,2012-2013,2,30
体育系,杨一明,讲师(高校)              ,体育（2）                                         ,096-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期四  第7节--第8节
.(1-16周).杨一明 讲师(高校)
",男生足球，第一周地点（晴天）南区体育馆足球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                          ,2012,2012-2013,2,30
体育系,黄英杰,副教授                  ,体育（2）                                         ,123-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期五  第3节--第4节
.(1-16周).黄英杰 讲师(高校)
",男生杨式太极拳，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                          ,2012,2012-2013,2,30
体育系,黄英杰,副教授                  ,体育（2）                                         ,086-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期四  第3节--第4节
.(1-16周).黄英杰 讲师(高校)
",男生杨式太极拳，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                          ,2012,2012-2013,2,30
体育系,黄英杰,副教授                  ,体育（2）                                         ,059-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期二  第7节--第8节
.(1-16周).黄英杰 讲师(高校)
",男生杨式太极拳，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                          ,2012,2012-2013,2,24
体育系,黄英杰,副教授                  ,体育（2）                                         ,044-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期二  第3节--第4节
.(1-16周).黄英杰 讲师(高校)
",男生杨式太极拳，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                          ,2012,2012-2013,2,30
体育系,黄英杰,副教授                  ,体育（2）                                         ,139-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期五  第7节--第8节
.(1-16周).黄英杰 讲师(高校)
",男生杨式太极，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                            ,2012,2012-2013,2,31
体育系,顾剑平,讲师(高校)              ,体育（2）                                         ,147-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期一  第9节--第10节
.(1-16周).顾剑平 讲师(高校)
","体育保健班，需医院证明和老师签字同意
第一周上课集合地点：（晴天）南区体育馆（雨天）南区体育馆                                                                                                                                                                      ",2012,2012-2013,2,18
体育系,李忠斌,讲师(高校)              ,体育（2）                                         ,043-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期二  第3节--第4节
.(1-16周).李忠斌 讲师(高校)
",男生太极拳，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                              ,2012,2012-2013,2,30
体育系,李忠斌,讲师(高校)              ,体育（2）                                         ,073-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期三  第3节--第4节
.(1-16周).李忠斌 讲师(高校)
",男生太极拳，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                              ,2012,2012-2013,2,30
体育系,李忠斌,讲师(高校)              ,体育（2）                                         ,058-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期二  第7节--第8节
.(1-16周).李忠斌 讲师(高校)
",男生太极拳，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                              ,2012,2012-2013,2,30
体育系,叶汉忠,讲师(高校)              ,体育（2）                                         ,019-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期一  第7节--第8节
.(1-16周).叶汉忠 讲师(高校)
",男生羽毛球，第一周地点（晴天）南区体育馆羽毛球房；第一周地点（雨天）南区体育馆羽毛球房，限联合学院                                                                                                                                                                  ,2012,2012-2013,2,30
体育系,叶汉忠,讲师(高校)              ,体育（2）                                         ,085-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期四  第3节--第4节
.(1-16周).叶汉忠 讲师(高校)
",男生羽毛球，第一周地点（晴天）南区体育馆羽毛球房；第一周地点（雨天）南区体育馆羽毛球房                                                                                                                                                                              ,2012,2012-2013,2,30
体育系,叶汉忠,讲师(高校)              ,体育（2）                                         ,014-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期一  第3节--第4节
.(1-16周).叶汉忠 讲师(高校)
",男生羽毛球，第一周地点（晴天）南区体育馆羽毛球房；第一周地点（雨天）南区体育馆羽毛球房，限联合学院                                                                                                                                                                  ,2012,2012-2013,2,30
体育系,叶汉忠,讲师(高校)              ,体育（2）                                         ,102-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期四  第7节--第8节
.(1-16周).叶汉忠 讲师(高校)
",男生羽毛球，第一周地点（晴天）南区体育馆羽毛球房；第一周地点（雨天）南区体育馆羽毛球房                                                                                                                                                                              ,2012,2012-2013,2,30
体育系,束拉,讲师(高校)              ,体育（2）                                         ,069-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期三  第3节--第4节
.(1-16周).束拉 讲师(高校)
",男生手球，第一周地点（晴天）南区铁生馆手球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                          ,2012,2012-2013,2,30
体育系,束拉,讲师(高校)              ,体育（2）                                         ,054-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期二  第7节--第8节
.(1-16周).束拉 讲师(高校)
",男生手球，第一周地点（晴天）南区铁生馆手球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                          ,2012,2012-2013,2,30
体育系,束拉,讲师(高校)              ,体育（2）                                         ,039-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期二  第3节--第4节
.(1-16周).束拉 讲师(高校)
",男生手球，第一周地点（晴天）南区铁生馆手球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                          ,2012,2012-2013,2,30
体育系,王泽民,副教授                  ,体育（2）                                         ,141-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期五  第7节--第8节
.(1-16周).王泽民 副教授
",男生武术太极，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                            ,2012,2012-2013,2,29
体育系,王泽民,副教授                  ,体育（2）                                         ,106-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期四  第7节--第8节
.(1-16周).王泽民 副教授
",男生武术太极，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                            ,2012,2012-2013,2,30
体育系,王泽民,副教授                  ,体育（2）                                         ,089-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期四  第3节--第4节
.(1-16周).王泽民 副教授
",男生武术太极，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                            ,2012,2012-2013,2,30
体育系,王泽民,副教授                  ,体育（2）                                         ,125-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期五  第3节--第4节
.(1-16周).王泽民 副教授
",男生武术太极，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                            ,2012,2012-2013,2,30
体育系,尹梅,讲师(高校)              ,体育（2）                                         ,050-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期二  第3节--第4节
.(1-16周).尹梅 讲师(高校)
",女生舞蹈新元素，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                          ,2012,2012-2013,2,30
体育系,尹梅,讲师(高校)              ,体育（2）                                         ,065-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期二  第7节--第8节
.(1-16周).尹梅 讲师(高校)
",女生舞蹈新元素，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                          ,2012,2012-2013,2,29
体育系,尹梅,讲师(高校)              ,体育（2）                                         ,078-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期三  第3节--第4节
.(1-16周).尹梅 讲师(高校)
",女生舞蹈新元素，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                          ,2012,2012-2013,2,29
体育系,王斌,副教授                  ,体育（2）                                         ,116-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期五  第3节--第4节
.(1-16周).王斌 副教授
",男生排球，第一周地点（晴天）东区排球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                                ,2012,2012-2013,2,30
体育系,王斌,副教授                  ,体育（2）                                         ,132-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期五  第7节--第8节
.(1-16周).王斌 副教授
",男生排球，第一周地点（晴天）东区排球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                                ,2012,2012-2013,2,30
体育系,王斌,副教授                  ,体育（2）                                         ,068-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期三  第3节--第4节
.(1-16周).王斌 副教授
",男生排球，第一周地点（晴天）东区排球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                                ,2012,2012-2013,2,29
体育系,陈钢,讲师(高校)              ,体育（2）                                         ,038-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期二  第3节--第4节
.(1-16周).陈钢 讲师(高校)
",男生足球，第一周地点（晴天）南区体育馆足球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                          ,2012,2012-2013,2,31
体育系,陈钢,讲师(高校)              ,体育（2）                                         ,081-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期四  第3节--第4节
.(1-16周).陈钢 讲师(高校)
",男生足球，第一周地点（晴天）南区体育馆足球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                          ,2012,2012-2013,2,30
体育系,陈钢,讲师(高校)              ,体育（2）                                         ,067-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期三  第3节--第4节
.(1-16周).陈钢 讲师(高校)
",男生足球，第一周地点（晴天）南区体育馆足球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                          ,2012,2012-2013,2,30
体育系,陈钢,讲师(高校)              ,体育（2）                                         ,053-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期二  第7节--第8节
.(1-16周).陈钢 讲师(高校)
",男生足球，第一周地点（晴天）南区体育馆足球场；第一周地点（雨天）南区体育馆                                                                                                                                                                                          ,2012,2012-2013,2,29
体育系,蔡皿,副教授                  ,体育（2）                                         ,029-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期一  第3节--第4节
.(1-16周).蔡皿 副教授
",女生排球，第一周地点(晴天）：东区排球场；第一周地点(雨天）：南区体育馆                                                                                                                                                                                              ,2012,2012-2013,2,29
体育系,丁宁,副教授                  ,体育（2）                                         ,094-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期四  第3节--第4节
.(1-16周).丁宁 副教授
",女生舞蹈新元素，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                          ,2012,2012-2013,2,31
体育系,丁宁,副教授                  ,体育（2）                                         ,048-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期二  第3节--第4节
.(1-16周).丁宁 副教授
",女生舞蹈新元素，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                          ,2012,2012-2013,2,29
体育系,丁宁,副教授                  ,体育（2）                                         ,111-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期四  第7节--第8节
.(1-16周).丁宁 副教授
",女生舞蹈新元素，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                          ,2012,2012-2013,2,29
体育系,丁宁,副教授                  ,体育（2）                                         ,063-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期二  第7节--第8节
.(1-16周).丁宁 副教授
",女生舞蹈新元素，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                          ,2012,2012-2013,2,27
体育系,俞军,副教授                  ,体育（2）                                         ,016-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期一  第3节--第4节
.(1-16周).俞军 副教授
",女生健美，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道，限联合学院                                                                                                                                                                    ,2012,2012-2013,2,31
体育系,俞军,副教授                  ,体育（2）                                         ,076-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期三  第3节--第4节
.(1-16周).俞军 副教授
",女生健美操，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                              ,2012,2012-2013,2,30
体育系,俞军,副教授                  ,体育（2）                                         ,062-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期二  第7节--第8节
.(1-16周).俞军 副教授
",女生健美操，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道                                                                                                                                                                              ,2012,2012-2013,2,21
体育系,俞军,副教授                  ,体育（2）                                         ,021-(2012-2013-2)PE002(教学班)                    ,36,1.0,"行课安排为第1周 --- 第16周,其中:
星期一  第7节--第8节
.(1-16周).俞军 副教授
",女生健美，第一周地点（晴天）光明体育场室内跑道；第一周地点（雨天）光明体育场室内跑道，限联合学院                                                                                                                                                                    ,2012,2012-2013,2,30
